"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1480",130028,"toys","premium",4.6,13,23,57.6,1354
"1481",63708,"health","off_brand",3.6,4,15,30.6,1180
"1482",186480,"toys",NA,4.5,2,24,50.1,2961
"1483",117489,"health","off_brand",4.5,6,11,5,1352
"1484",189171,"toys","off_brand",4.7,2,28,76,2437
"1485",67223,"health","off_brand",3.6,11,22,22.3,811
"1486",130498,"toys","off_brand",4.2,8,21,55.8,2566
"1487",108647,"toys","off_brand",2.8,13,21,102.6,2156
"1488",177456,"toys","off_brand",4.3,5,26,78.5,2604
"1489",136076,"other","premium",4,9,17,52.8,2289
"1490",137924,"toys","off_brand",4.3,15,18,92.5,952
"1491",110641,"other","premium",4.3,3,12,20.6,988
"1492",179835,"food",NA,3.1,6,26,79.9,3138
"1493",92590,"health","premium",4.2,12,19,50.3,1281
"1494",238597,"food","off_brand",4.1,20,27,57.1,2719
"1495",110844,"health",NA,3.5,11,NA,NA,1835
"1496",152440,"toys","off_brand",3.8,14,22,43.6,2913
"1497",145931,"other","off_brand",4.7,9,36,25.1,965
"1498",118133,"food","off_brand",3.6,2,21,47.5,903
"1499",77454,"toys","premium",4,9,31,65.1,1222
"1500",134928,"other","premium",4.8,4,21,61.2,1046
"1501",187979,"health","off_brand",4.5,5,21,58.9,2724
"1502",75487,"health","premium",3.3,5,15,55.6,1102
"1503",94858,"other","off_brand",4.1,5,19,59.7,800
"1504",186163,"health","off_brand",4.4,8,16,30.5,2192
"1505",138325,"health","premium",3.6,9,29,68.7,3167
"1506",90566,"other","off_brand",4.2,1,17,68.8,1435
"1507",200866,"health","off_brand",4.2,11,20,71.8,2428
"1508",12008,"toys","off_brand",3.4,1,20,38.5,1124
"1509",133098,"health","premium",4.3,3,19,5,2383
"1510",180589,"toys",NA,3.5,11,28,49.1,3189
"1511",137017,"food","off_brand",4.1,13,29,48.8,699
"1512",126894,"toys","off_brand",4.2,6,23,49,1314
"1513",206529,"food","premium",4.2,2,21,83.3,2640
"1514",80235,"toys","off_brand",4.4,15,22,72.2,704
"1515",159135,"health","premium",4.6,9,30,47.6,1146
"1516",215560,"other","off_brand",3.7,19,27,79.7,3774
"1517",107281,"toys","premium",3.8,3,24,54.8,1994
"1518",126649,"food","premium",4.5,6,17,34.5,1317
"1519",158004,"health","premium",4.7,21,12,27,847
"1520",146945,"health","premium",4.5,6,1,21.7,1046
"1521",49972,"toys","off_brand",3.5,4,15,44.8,918
"1522",68351,"health","off_brand",4,5,18,53.6,813
"1523",188657,"toys","off_brand",4.4,4,10,57.8,2630
"1524",32106,"toys","off_brand",2.8,3,24,41.6,948
"1525",203945,"toys","off_brand",4.5,6,7,73.7,3479
"1526",100797,"food","off_brand",3.6,12,15,71.9,1031
"1527",176486,"health","off_brand",3.7,9,NA,NA,3124
"1528",168416,"toys","off_brand",3.9,9,18,42.9,2376
"1529",160734,"health","off_brand",4.6,1,31,33.8,2793
"1530",189089,"health","premium",4.4,9,23,NA,2654
"1531",146720,"health","premium",4.4,13,17,65.3,1492
"1532",74828,"toys",NA,3.4,8,6,41.8,1012
"1533",206281,"health","off_brand",4.1,2,21,6.8,3409
"1534",158674,"health","off_brand",4.6,6,9,29.4,886
"1535",125364,"health","premium",3.9,5,13,48.6,2223
"1536",204539,"health","off_brand",3.9,4,18,42.6,3861
"1537",218013,"health","premium",4.4,18,17,21,3305
"1538",129555,"toys","premium",4.4,8,15,54.1,1356
"1539",264266,"food","off_brand",4.8,14,15,64,2340
"1540",214659,"toys","off_brand",4.8,3,11,123.8,2858
"1541",149780,"health","premium",4.3,9,17,77.6,1191
"1542",146800,"food","off_brand",4.5,8,27,50,1044
"1543",112088,"food","off_brand",3.8,14,34,55.2,997
"1544",85026,"health","premium",4.1,2,21,20.5,959
"1545",104546,"health","premium",4.5,20,30,27.8,868
"1546",146841,"other","off_brand",4.4,5,28,18.6,1001
"1547",150848,"health","off_brand",4.2,8,30,32.3,1825
"1548",151973,"health","off_brand",4.5,11,17,48.6,1671
"1549",178648,"toys","off_brand",4,3,10,84.6,4098
"1550",73944,"other","premium",3.6,3,9,37.5,1348
"1551",198352,"toys","premium",4.7,9,11,34.3,2751
"1552",135113,"health","off_brand",4,16,30,55.2,1266
"1553",153088,"health","premium",4.2,11,26,5,2224
"1554",121463,"health","off_brand",4.4,1,23,NA,1208
"1555",166222,"other","premium",4.6,18,31,30.8,863
"1556",130684,"health","premium",3.9,1,32,66.9,2447
"1557",201805,"health","premium",4.2,4,10,33.4,3438
"1558",179248,"toys","premium",4.6,8,22,18.5,2685
"1559",160239,"health","off_brand",3.7,6,13,50.2,3293
"1560",56935,"health","premium",3.2,2,17,20.5,603
"1561",112894,"health","premium",4.2,13,10,19.3,1579
"1562",200664,"health","off_brand",4.5,6,31,23.5,2221
"1563",137364,"other","off_brand",4.5,6,12,13.4,945
"1564",144496,"other","off_brand",3.7,1,17,65.2,2774
"1565",165874,"toys","off_brand",3.7,7,24,60.5,2887
"1566",24411,"toys","off_brand",3.8,1,24,72.8,866
"1567",136929,"toys","premium",4,8,15,78.7,2947
"1568",176587,"food","premium",4.1,16,30,52.3,2474
"1569",141819,"toys",NA,3.2,9,26,42.9,2692
"1570",124933,"toys","off_brand",3.7,8,15,76.3,1312
"1571",193558,"health","premium",3.9,7,24,5,3196
"1572",98150,"health","off_brand",4.5,5,NA,64.5,1097
"1573",224564,"toys",NA,4.6,15,28,62.8,3101
"1574",57132,"toys","off_brand",3.4,4,22,85,1039
"1575",132367,"toys","off_brand",4.5,3,23,39.1,1507
"1576",269134,"health",NA,4.5,1,28,41.1,4246
"1577",124575,"toys","off_brand",3.8,3,16,91,1419
"1578",105262,"health","premium",4.5,1,17,5,875
"1579",156891,"health",NA,3.7,1,16,41.3,2832
"1580",105056,"toys",NA,4.3,3,17,101.4,979
"1581",118160,"toys","premium",3.5,7,NA,47.7,2818
"1582",169009,"health","premium",4.6,16,33,52.3,1775
"1583",89054,"health","off_brand",4,2,10,49.4,899
"1584",191766,"health","off_brand",4.4,9,21,58.7,3267
"1585",167997,"toys","premium",4.8,6,20,72.9,1772
"1586",240946,"toys","premium",4.8,3,6,27.4,3906
"1587",174638,"health","premium",4.3,5,NA,40.1,2910
"1588",138808,"toys","premium",4.6,8,11,48.6,1558
"1589",236536,"health","off_brand",4.6,10,21,63.5,2745
"1590",166585,"toys","off_brand",4.7,8,20,38.3,1428
"1591",93351,"health","premium",4.7,2,26,53.7,1110
"1592",190750,"toys","premium",4.4,4,NA,76.5,3378
"1593",83244,"toys","premium",3.8,3,14,36.6,1359
"1594",96358,"other","off_brand",3.7,5,15,50.8,1269
"1595",195873,"toys","off_brand",4.9,4,25,91.7,2943
"1596",95812,"toys","off_brand",4.1,1,13,113.3,1001
"1597",215618,"food",NA,4.1,6,NA,39.8,3416
"1598",264804,"health","off_brand",4.7,13,7,73.4,3310
"1599",126666,"toys","premium",4.4,2,24,64.8,2091
"1600",70002,"health","premium",4.2,2,16,42.4,611
"1601",104492,"toys","premium",4.5,0,17,35.3,809
"1602",47735,"toys","premium",3.4,8,24,48.8,902
"1603",200912,"toys","off_brand",4.6,4,21,51.5,3616
"1604",163909,"other","premium",4.8,5,23,59.2,1912
"1605",125337,"other",NA,4.2,16,18,63.2,1158
"1606",252012,"food","off_brand",4.2,3,30,41.4,3863
"1607",152255,"food","off_brand",4.1,21,18,41.9,831
"1608",79442,"health","off_brand",3.4,10,23,45.6,1472
"1609",75627,"toys","off_brand",4.6,6,16,57,819
"1610",103627,"health","off_brand",4.4,7,22,33.6,760
"1611",119572,"toys","premium",3.7,9,30,53.4,2659
"1612",200706,"food","off_brand",3.2,3,24,7.2,3478
"1613",85089,"toys","off_brand",2.8,1,11,42.3,2282
"1614",150165,"toys","off_brand",4,9,11,35.5,1611
"1615",153485,"other","premium",4.5,3,14,40,2613
"1616",243744,"food","off_brand",4.6,7,29,32.8,3640
"1617",87096,"food","off_brand",3.9,2,22,55.5,959
"1618",254644,"health","off_brand",4.8,8,22,44.8,3075
"1619",90018,"health","premium",3.9,13,29,38.8,1085
"1620",148884,"toys","off_brand",4.6,15,NA,56.6,691
"1621",210762,"other","premium",4.5,8,16,8.5,2658
"1622",208474,"toys","premium",4.5,8,15,88.1,2834
"1623",136023,"toys","off_brand",4.4,15,16,24.7,782
"1624",140450,"health","off_brand",3.2,27,NA,75.2,1061
"1625",220224,"health","premium",4.6,4,20,65.7,3548
"1626",170482,"food","off_brand",4.7,8,34,56.4,1157
"1627",84600,"toys","off_brand",3.4,4,11,69.1,1723
"1628",113012,"toys","premium",4.1,14,28,69.8,2498
"1629",155783,"health","off_brand",4.2,3,19,56.7,2645
"1630",115336,"food","off_brand",3.2,3,13,58.2,1353
"1631",97405,"other","premium",3.9,6,5,5,789
"1632",227248,"food","premium",4.7,1,14,25.1,3405
"1633",187470,"toys","premium",4.2,19,18,60.5,2693
"1634",219085,"toys","off_brand",4.3,2,NA,39,3941
"1635",187089,"toys","premium",4.7,3,30,77,2912
"1636",69491,"other","premium",3.5,11,11,43.2,921
"1637",66780,"toys","premium",3.8,3,17,40.5,958
"1638",66134,"other","premium",4,1,2,50.8,721
"1639",171185,"food","off_brand",4,5,6,53,2538
"1640",185277,"toys","off_brand",4.3,6,7,83.7,2156
"1641",188283,"health","off_brand",4.1,2,20,71.9,3397
"1642",111917,"toys","premium",3.2,12,18,35.3,2296
"1643",160436,"other","off_brand",4.3,1,22,33.8,2475
"1644",176635,"health","premium",4.8,4,24,53,2218
"1645",61468,"other","off_brand",3.5,2,20,36.2,1012
"1646",156968,"health","off_brand",4.4,5,32,45.3,2382
"1647",157544,"other","off_brand",4.1,16,19,61.8,2365
"1648",90151,"health","off_brand",3.7,3,21,68.7,1266
"1649",142857,"health","off_brand",4.5,8,32,24.9,1629
"1650",154134,"food","off_brand",2.3,17,14,73.7,1626
"1651",164467,"toys","off_brand",3.9,14,28,80.1,3023
"1652",189055,"health","premium",4.3,5,21,45.7,2376
"1653",60956,"toys","premium",4.2,6,13,9.9,840
"1654",200825,"toys","off_brand",4.3,7,37,40.1,3244
"1655",77841,"health","premium",4,7,NA,49.2,910
"1656",112145,"toys","off_brand",4.2,5,22,75.3,1022
"1657",185458,"toys","off_brand",3.6,6,32,62.9,3919
"1658",132346,"toys","premium",4.1,18,19,62.7,2083
"1659",194710,"other","off_brand",4.6,223,21,62.6,2966
"1660",157924,"toys","off_brand",4.7,7,25,101.9,1239
"1661",155167,"toys","off_brand",4.4,8,10,81,1480
"1662",136731,"toys","premium",3.7,11,17,82.6,2783
"1663",118936,"health","premium",3.7,24,13,72.6,1981
"1664",78006,"health","premium",3.9,2,37,46.3,731
"1665",152865,"other","off_brand",3.8,13,19,47.9,2341
"1666",113852,"health","off_brand",4,2,NA,54.9,2202
"1667",59953,"health","premium",4,7,21,5,653
"1668",187271,"toys","off_brand",4.4,15,10,56,2142
"1669",115502,"health","off_brand",3.8,7,19,38.8,1009
"1670",87658,"toys","premium",4.6,3,20,103,687
"1671",178033,"food","off_brand",4.7,13,28,26.1,838
"1672",199147,"toys","off_brand",4.9,6,16,65.9,1351
"1673",56339,"toys","premium",3.2,5,16,39.9,966
"1674",139606,"health","off_brand",4.5,9,15,56.9,950
"1675",98800,"health","off_brand",4.4,3,15,74.4,857
"1676",244981,"food","off_brand",4.6,15,NA,43.6,2446
"1677",46975,"health","premium",3.8,1,40,28.4,1067
"1678",111159,"toys","premium",3.8,3,25,61.6,2218
"1679",194477,"health","premium",4.4,6,11,62.2,2627
"1680",46469,"other","off_brand",3,2,23,56.1,1484
"1681",281350,"food","premium",4.7,12,8,48.6,3106
"1682",153655,"toys","off_brand",4.1,11,26,75.7,2760
"1683",281795,"health","off_brand",4.8,8,20,24.8,3022
"1684",165841,"other","premium",4.3,9,29,5,2542
"1685",139502,"health","premium",4.5,8,32,72.2,2091
"1686",103187,"toys","off_brand",4.3,7,22,79.1,1632
"1687",144643,"toys","premium",4.6,3,28,33.3,2724
"1688",99441,"health","off_brand",3.4,1,19,51.9,1787
"1689",94350,"toys","off_brand",3.7,10,12,55.5,1236
"1690",155434,"health","off_brand",4.5,4,18,41.8,1538
"1691",95847,"health","premium",4.3,2,17,43.6,1067
"1692",137053,"toys","off_brand",4.6,4,29,85.1,639
"1693",200219,"toys","premium",4.1,7,6,82,3650
"1694",127958,"food","premium",3.9,21,21,79.6,678
"1695",143702,"toys","premium",4.7,15,16,20.3,1002
"1696",156736,"health","premium",4.6,11,20,46.5,605
"1697",203148,"health","off_brand",4.3,4,12,49.7,3132
"1698",166813,"health","off_brand",4.1,8,27,31.6,1870
"1699",143671,"toys","off_brand",4.5,11,20,NA,1186
"1700",139115,"health","premium",4.4,6,17,47.3,911
"1701",98592,"toys","premium",4.4,5,NA,85.8,1129
"1702",142223,"food","off_brand",4.7,3,12,19.6,1086
"1703",277803,"health","off_brand",4.5,24,13,63.4,3961
"1704",155624,"toys",NA,4.7,6,18,25.4,2320
"1705",123499,"food","premium",3.7,3,18,19.9,2636
"1706",164646,"toys","off_brand",4.5,3,13,36,2185
"1707",160240,"toys","premium",3.7,10,24,50.8,2890
"1708",109824,"health","premium",4.1,17,1,5,603
"1709",138836,"food",NA,4.2,10,18,32.1,845
"1710",168979,"toys","off_brand",4.7,9,23,66.2,1932
"1711",94437,"toys","off_brand",3.6,14,14,54.7,755
"1712",110175,"food","off_brand",4.6,5,23,62.4,756
"1713",139730,"other","off_brand",4.3,10,26,48,1746
"1714",269336,"health","off_brand",4.8,11,24,39.3,3572
"1715",120863,"food","premium",4.1,10,21,25.1,945
"1716",121283,"other","premium",4.5,4,21,24.3,952
"1717",191737,"toys","off_brand",4.9,6,16,24.3,909
"1718",144521,"toys","off_brand",3.5,4,20,81.9,3413
"1719",158413,"food","off_brand",2.8,4,17,84.5,2291
"1720",113325,"toys","premium",4.8,3,29,40.5,1088
"1721",155552,"health","premium",4.8,8,17,57.8,1185
"1722",150036,"health","off_brand",4.4,2,28,38.8,2023
"1723",253050,"toys","off_brand",4.4,24,30,81.2,3899
"1724",168011,"toys","off_brand",4.8,16,NA,90.8,1276
"1725",107893,"toys","off_brand",3.2,3,29,59.6,2268
"1726",100802,"toys","off_brand",4.2,4,12,81.5,1285
"1727",188220,"health","premium",4.4,7,25,24.4,2445
"1728",146486,"other","off_brand",4.4,16,18,40.4,1078
"1729",128516,"food","off_brand",4.8,3,18,48.6,1132
"1730",136532,"toys","off_brand",4.2,8,20,40,999
"1731",76965,"other","off_brand",3.6,7,14,49,702
"1732",126722,"health","premium",4,3,8,12.5,1671
"1733",164834,"health","off_brand",4.5,3,33,30.8,3031
"1734",132623,"toys","premium",3.4,16,15,64.7,1342
"1735",63645,"health","premium",4.3,3,23,26.7,1028
"1736",80601,"health","off_brand",3,5,23,40.9,969
"1737",135758,"toys",NA,4.5,6,24,85.6,999
"1738",125672,"health","off_brand",4.6,15,27,51.7,643
"1739",297677,"toys","off_brand",4.9,12,13,56,3778
"1740",184598,"toys","off_brand",4.6,9,22,NA,2476
"1741",196454,"health","premium",4.6,15,NA,NA,2584
"1742",167897,"health","off_brand",3.6,10,29,40,2961
"1743",61953,"health","off_brand",3.6,8,19,58,916
"1744",184256,"health","off_brand",4.1,5,16,19.3,2617
"1745",150551,"other","off_brand",4,11,15,15.6,2125
"1746",238564,"toys","off_brand",4.2,14,19,72.5,3369
"1747",189538,"health","off_brand",4.5,3,9,56.8,2920
"1748",48918,"toys","off_brand",3,4,25,82.8,1573
"1749",243854,"food","premium",4.6,15,NA,69.3,3073
"1750",142349,"other","off_brand",4.6,18,19,41.3,748
"1751",150183,"other","off_brand",4,1,20,61.3,2924
"1752",138112,"toys","premium",4.7,10,NA,48.8,2146
"1753",129959,"health","premium",3.1,1,9,27.3,3291
"1754",130077,"health","off_brand",4.2,13,22,36,727
"1755",150518,"health","off_brand",3.6,3,24,33.4,3612
"1756",171326,"food","off_brand",4,6,26,49.3,2695
"1757",97775,"toys","off_brand",4,9,NA,78.8,818
"1758",170421,"health","off_brand",4.6,15,30,47.7,1215
"1759",127566,"health","off_brand",4.3,9,31,17.6,1502
"1760",130989,"toys","premium",4.6,3,21,47.8,1395
"1761",256333,"other","off_brand",4.7,15,12,62,3084
"1762",81811,"toys","premium",4.2,10,20,73.9,882
"1763",261299,"health","off_brand",4.5,12,19,44.8,3216
"1764",181637,"other","premium",4.5,3,12,51.9,2174
"1765",220080,"toys","off_brand",3.5,23,22,62.2,3075
"1766",211953,"health","off_brand",4.8,4,22,57.5,2111
"1767",133111,"toys","off_brand",4.4,7,24,73.2,1046
"1768",151939,"health","premium",4.5,2,25,52.1,1043
"1769",118896,"health","premium",4.7,1,18,43.6,1346
"1770",94008,"health","premium",4.2,8,12,66.6,579
"1771",150614,"health","off_brand",4.5,8,30,42.3,1181
"1772",155048,"toys","off_brand",3.9,6,14,61.2,2905
"1773",164141,"health","off_brand",4.8,17,19,36.5,901
"1774",193598,"toys","premium",4.8,14,19,72.2,2586
"1775",66691,"other","premium",4.1,2,21,20.3,711
"1776",216218,"other","premium",4.2,8,20,34.2,2842
"1777",74599,"health","premium",4,4,NA,24.3,781
"1778",165196,"toys","premium",4.7,6,13,46.3,2155
"1779",187504,"health","premium",4.2,11,23,19.1,2701
"1780",259927,"health","off_brand",4.8,2,22,56,3251
"1781",133634,"food","premium",4.2,7,12,34.9,752
"1782",132461,"health","off_brand",4.6,9,13,63.2,968
"1783",62057,"toys","premium",2.9,11,15,57.2,1309
"1784",208338,"other","premium",4.5,15,19,31.8,2184
"1785",111751,"health","off_brand",4,5,7,39.2,891
"1786",158734,"health","premium",4.5,5,35,54.1,1709
"1787",127910,"food","off_brand",3.2,12,17,94.8,1038
"1788",185577,"food","premium",4.8,9,7,21.4,926
"1789",97387,"other","off_brand",3.9,14,17,5,1238
"1790",174522,"toys","off_brand",4.8,16,22,54.4,1822
"1791",138386,"health","premium",3.9,16,18,5,1559
"1792",304493,"health","off_brand",4.8,20,3,41.4,3626
"1793",207440,"toys","off_brand",4.7,15,25,92.5,2740
"1794",169363,"food","off_brand",4.6,5,12,50.6,1013
"1795",195444,"health","off_brand",4.4,6,20,86.4,2965
"1796",182692,"toys","off_brand",3.3,4,15,60.1,3378
"1797",220202,"toys","off_brand",4.8,7,NA,NA,2304
"1798",186883,"health","premium",3.1,5,22,38,3349
"1799",101960,"other","off_brand",4.5,2,11,30.5,947
"1800",96657,"health","premium",3.8,12,25,43.2,845
"1801",97075,"health","off_brand",4.1,14,18,36.7,1072
"1802",88292,"toys","off_brand",4.6,3,26,21.7,857
"1803",53048,"health","off_brand",3.1,3,19,67.1,1174
"1804",202672,"health","premium",4.1,11,32,88,3957
"1805",109410,"health","off_brand",4.1,10,23,68.6,1513
"1806",179386,"health","off_brand",4.5,8,33,48,2229
"1807",49482,"toys","off_brand",3.5,9,37,84.9,1146
"1808",137857,"health","off_brand",3.9,12,NA,25.9,1987
"1809",108803,"toys","premium",4.4,18,25,24,1080
"1810",246286,"food","off_brand",4.9,6,16,20.7,1776
"1811",169228,"health","off_brand",4.8,9,29,53.2,1016
"1812",184717,"other","off_brand",4.2,9,17,62.3,2782
"1813",136258,"other","off_brand",4.7,14,19,47.1,782
"1814",125312,"health","off_brand",3.8,5,29,40.1,2583
"1815",268884,"health",NA,4.9,15,NA,30.6,3192
"1816",124855,"food","premium",4.4,5,25,5,952
"1817",98869,"toys","premium",4.4,11,26,50.5,1201
"1818",160909,"health","off_brand",4.4,13,19,30.2,1905
"1819",110395,"toys","off_brand",3.7,3,28,50.7,1550
"1820",92560,"toys","off_brand",4,6,28,51.9,1072
"1821",223028,"toys","off_brand",4.7,28,22,48.7,2041
"1822",183571,"food","off_brand",4.1,6,34,49.9,2520
"1823",124429,"toys","off_brand",4.6,1,25,38.9,1600
"1824",171870,"toys","off_brand",4.1,7,18,83.5,2670
"1825",155784,"health","off_brand",4.6,9,19,78.4,1016
"1826",165506,"toys","off_brand",3.8,15,15,43.6,2663
"1827",41646,"health","premium",4,12,17,5,683
"1828",219785,"health","off_brand",4.4,10,6,48,2877
"1829",82084,"health","premium",3.6,2,5,47.8,1567
"1830",153835,"toys","off_brand",4.7,19,32,85.4,849
"1831",132238,"health","off_brand",4.3,2,33,107.6,1928
"1832",187586,"toys","premium",4.2,4,20,56.9,3111
"1833",150396,"toys","off_brand",4,8,19,63.1,2981
"1834",140620,"toys","premium",4.5,9,5,65.7,990
"1835",164205,"toys",NA,3.2,2,16,55.1,3490
"1836",218953,"health","off_brand",4.9,7,12,9.5,2473
"1837",221627,"toys","off_brand",4.9,11,25,57,2643
"1838",26725,"toys","premium",4.2,1,16,42.6,794
"1839",178667,"toys","off_brand",4.8,8,25,42.3,2165
"1840",199358,"health","off_brand",4,5,13,60.1,2978
"1841",93438,"toys","premium",3.5,2,14,19.3,2286
"1842",153395,"health","premium",3.8,8,24,37.9,2693
"1843",256466,"health","off_brand",4.9,13,23,51.4,2523
"1844",182379,"health","off_brand",4.8,16,21,69.7,1467
"1845",130541,"toys","off_brand",4.7,2,34,72.5,1095
"1846",155191,"toys","off_brand",4.8,2,29,80.5,1175
"1847",146169,"health","premium",4.3,3,NA,47.5,2619
"1848",250532,"toys","premium",4.9,17,17,70.2,2668
"1849",159651,"health","premium",4.7,12,11,27.5,954
"1850",134753,"toys","premium",4.3,7,9,64,847
"1851",206520,"toys","premium",4.8,2,22,52.2,2862
"1852",226482,"toys","off_brand",4.9,12,19,52.5,2366
"1853",90703,"toys","off_brand",3.8,2,10,43.5,990
"1854",108311,"toys","premium",4.2,7,28,34.2,682
"1855",102628,"health","premium",2.7,4,23,39,2002
"1856",111627,"health","premium",3.8,6,10,45.9,1323
"1857",230453,"other","off_brand",4.2,23,8,41.3,3096
"1858",52654,"toys","premium",2.4,6,23,49.9,1094
"1859",125516,"other","premium",4.5,3,10,8.8,1428
"1860",133210,"toys","off_brand",4,6,21,63.7,2840
"1861",190591,"toys","premium",3.1,6,10,51.1,2742
"1862",127692,"health","off_brand",4.3,11,30,49.8,1240
"1863",78699,"other","off_brand",4,8,20,9.3,857
"1864",193557,"health","off_brand",4.6,5,20,18.3,2824
"1865",61316,"health","premium",4.1,7,25,34.8,1005
"1866",196573,"toys","off_brand",4.8,2,6,108.7,2453
"1867",194731,"health",NA,4.9,15,31,5,2575
"1868",173742,"health","premium",4.5,16,21,65.2,2013
"1869",233561,"health","off_brand",4.8,14,23,40,2490
"1870",168452,"food","premium",3.5,2,33,23,2928
"1871",50845,"health","off_brand",3.7,5,24,58.2,891
"1872",104508,"toys","off_brand",4.3,6,22,60.9,1025
"1873",178192,"other",NA,3.8,5,25,35.5,3266
"1874",70766,"toys","premium",3.5,5,28,31.2,1347
"1875",108842,"toys","premium",3.9,10,26,53.8,2489
"1876",178060,"food","off_brand",4.6,5,21,65.5,786
"1877",131830,"health","premium",4.5,5,21,35.6,1652
"1878",153090,"health","off_brand",4.1,15,38,48.7,1842
"1879",116903,"toys","premium",4.6,4,19,NA,1236
"1880",118385,"toys","off_brand",4,8,31,39,2626
"1881",119480,"toys","off_brand",4.1,6,31,14.9,2271
"1882",97700,"toys","off_brand",4.1,8,11,31.2,599
"1883",117285,"toys","off_brand",3.9,1,12,28.7,1615
"1884",135459,"health","off_brand",4.7,6,20,38.5,960
"1885",157113,"health","off_brand",3.4,175,23,67.8,2765
"1886",139840,"health","off_brand",4,2,13,53.3,2006
"1887",182502,"toys","off_brand",4.5,6,18,50.5,2253
"1888",85114,"toys","premium",4.6,4,32,NA,1051
"1889",180595,"other","off_brand",4.7,10,21,43.6,2026
"1890",205015,"food","off_brand",4.8,5,15,33.2,1262
"1891",149458,"health","off_brand",4.8,3,15,81.5,977
"1892",32530,"toys","premium",3.4,6,24,87.7,978
"1893",132660,"health","off_brand",4.5,9,12,61.2,1144
"1894",263363,"health","premium",4.4,6,7,30.8,3862
"1895",171257,"health","off_brand",4.7,14,23,42.5,1078
"1896",173859,"toys","premium",4.3,11,19,71.2,2557
"1897",153875,"health","premium",4.9,7,24,41.9,997
"1898",109617,"food","off_brand",3.7,14,28,31.5,1221
"1899",116418,"health","off_brand",4.8,2,22,46.1,820
"1900",223386,"health","off_brand",4.1,14,21,NA,3290
"1901",107051,"food","premium",1.7,12,NA,53.1,932
"1902",180088,"toys","off_brand",4.6,5,18,17.1,1484
"1903",230507,"health","off_brand",4.2,14,NA,49.2,3189
"1904",108953,"food","off_brand",4.3,4,37,43,1006
"1905",82676,"health","premium",4.6,4,27,55.9,893
"1906",266912,"food","off_brand",4.6,9,14,86,3271
"1907",77647,"health","off_brand",3.4,6,10,34.5,1115
"1908",153744,"health","off_brand",4,3,NA,59.8,2241
"1909",103302,"other","premium",2.4,5,34,50.7,2032
"1910",130600,"health","premium",4.7,4,18,65.6,1230
"1911",159873,"health","premium",4.8,4,29,16.3,896
"1912",77645,"health","premium",3.8,12,22,19.7,722
"1913",211748,"food","premium",4.9,10,22,61.2,1260
"1914",201592,"food","off_brand",4.6,1,13,45.7,1473
"1915",178843,"other","premium",4.7,25,12,47.7,751
"1916",74697,"toys","off_brand",3.4,10,NA,52.6,1458
"1917",137674,"toys","off_brand",4.5,6,16,74.7,1436
"1918",221029,"health","premium",4.6,23,22,57.5,2924
"1919",86495,"toys","off_brand",3.9,1,18,26.8,765
"1920",87859,"toys","premium",4.1,6,10,72.3,830
"1921",206057,"food","off_brand",4.2,5,NA,41.3,2661
"1922",124204,"health","off_brand",4.6,5,4,28.5,1045
"1923",173203,"other","premium",4.7,3,20,65.2,2089
"1924",218329,"health","off_brand",4.5,8,NA,71.7,2879
"1925",251114,"toys","premium",4.9,6,15,60.6,3394
"1926",172757,"health","off_brand",4.6,22,16,79.8,951
"1927",223346,"health","premium",4.6,8,33,37.6,3334
"1928",123739,"toys","off_brand",4.4,6,22,69.5,1120
"1929",101781,"health","premium",4.5,14,20,83,1918
"1930",135172,"food","premium",4.5,12,26,30.4,1447
"1931",190002,"toys","premium",4.7,8,20,45.7,2421
"1932",107328,"toys","off_brand",3.5,1,16,36.5,2784
"1933",184188,"toys","premium",4.8,5,28,54.2,2823
"1934",148291,"food","premium",4.6,17,9,22.2,889
"1935",131751,"health","off_brand",3.8,5,24,15.3,1810
"1936",280625,"food","off_brand",4.8,11,15,50.5,3102
"1937",190624,"health","off_brand",3.9,17,28,54.6,3800
"1938",204018,"health","off_brand",4.4,5,10,54.1,2486
"1939",102247,"food","off_brand",4,6,14,63.3,789
"1940",221245,"toys","premium",4.5,9,20,46.1,3376
"1941",119574,"health","premium",4.6,3,23,28.8,1053
"1942",202293,"toys","off_brand",4.5,9,12,76.1,3204
"1943",102059,"health","off_brand",3.8,15,27,45.6,1000
"1944",114589,"food","off_brand",4.1,10,13,37.4,975
"1945",76849,"toys","premium",4.7,178,22,53.2,614
"1946",224031,"health","off_brand",4.7,12,15,76.6,2323
"1947",165368,"health","off_brand",3.7,2,17,45.4,4179
"1948",173696,"health","off_brand",3.9,12,19,55.4,2551
"1949",114670,"toys","off_brand",4.2,9,16,40.3,1866
"1950",92104,"health","premium",3.7,4,32,34.9,609
"1951",112088,"toys","off_brand",4.2,8,22,103.6,843
"1952",164122,"toys","off_brand",4.8,5,13,88.9,1697
"1953",119936,"toys","off_brand",4.6,6,8,62.6,1007
"1954",196329,"toys","off_brand",4.3,3,21,93.1,3423
"1955",89176,"toys","premium",4.4,1,24,77.9,901
"1956",89599,"health","off_brand",4.5,4,22,61.1,467
"1957",173377,"health","off_brand",4.4,15,20,42.4,2693
"1958",89687,"toys","off_brand",4,2,26,87,1251
"1959",69964,"health","off_brand",2.7,2,22,41.7,885
"1960",189324,"toys","off_brand",4.9,6,18,76.9,1677
